Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Album hrefs
03 - C0919 - 565-U_shrInivAs-mand,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,U Shrinivas,http://sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/565-U_shrInivAs-mandolin-concert_3/
03 - C0977 - 623-BV_rAman-BV_lakS,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,"BV Raman,BV Lakshmanan",http://sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/623-BV_rAman-BV_lakShmaNan-vocal_duet-1990/
03 - C1011 - 657-RK_shrIkanTan-vo,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,RK Srikantan,http://sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/657-RK_shrIkanTan-vocal-Cleveland-2002
03 - C1040 - 685-maDhurai_sOmasun,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,Madurai Somasundaram,http://sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/685-maDhurai_sOmasundharam-vocal-a_marriage_concert
03 - C1045 - 691-kAraikurichi_P_a,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,Karukuruchi Arunachalam,http://sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/691-kAraikurichi_P_aruNAchalam-nAgaswara-1963
03 - C1095 - 742-n_ramaNi-Flute-L,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,N Ramani,https://sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/742-n_ramaNi-Flute-LosAngelis-19781014/
03 - C1123 - 770-maDhurai_sOmasun,15,nagumOmu_ganalEni,AbhEri,tyAgarAja,Madurai Somasundaram,https://sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/770-maDhurai_sOmasundharam-vocal-Aminjikarai-19740510/
04 - C0011 - 10_Gayatri--Jamshedp,17,nagumOmu_ganalEni,AbhEri,tyAgarAja,E Gayathri,http://sangeethamshare.org/ramach/Instrumental/10_Gayatri--Jamshedpur-1981/
04 - C0030 - 13_Palani_Vijayalaks,9,nagumOmu_ganalEni,AbhEri,tyAgarAja,Palani Vijayalakshmi,http://sangeethamshare.org/ramach/Vocal/13_Palani_Vijayalakshmi_1973/
05 - C0033 - 42-N.Ramani-MSG-Ragh,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,N Ramani,http://sangeethamshare.org/sridharan/42-N.Ramani-MSG-Raghu-Vinayakaram
06 - C0441 - 0507-Dr.N.Ramani-Flu,2,nagumOmu_ganalEni,AbhEri,tyAgarAja,N Ramani,http://sangeethamshare.org/svasu/UPLOADS-0401-0600/0507-Dr.N.Ramani-Flute
06 - C0558 - 0643_Ms.T.Hemamalini,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,T Hemamalini,http://sangeethamshare.org/svasu/UPLOADS-0601-0800/0643_Ms.T.Hemamalini-Viola
06 - C0617 - 0711_Sri.N.V.Babu-Ha,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,NV Babu,http://sangeethamshare.org/svasu/UPLOADS-0601-0800/0711_Sri.N.V.Babu-Harmoniam
07 - C0018 - 01_karukkurichi_P_Ar,2,nagumOmu_ganalEni,AbhEri,tyAgarAja,Karukuruchi Arunachalam,http://sangeethamshare.org/nagarajan/Karukkurichi_P_Arunachalam/01_karukkurichi_P_Arunachalam/
07 - C0018 - 01_karukkurichi_P_Ar,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,Karukuruchi Arunachalam,http://sangeethamshare.org/nagarajan/Karukkurichi_P_Arunachalam/01_karukkurichi_P_Arunachalam/
07 - C0018 - 01_karukkurichi_P_Ar,4,nagumOmu_ganalEni,AbhEri,tyAgarAja,Karukuruchi Arunachalam,http://sangeethamshare.org/nagarajan/Karukkurichi_P_Arunachalam/01_karukkurichi_P_Arunachalam/
07 - C0073 - 03-kunnakkudi-balamu,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,Kunnakudi M Balamuralikrishna,http://sangeethamshare.org/nagarajan/Kunnakkudi-M.Balamuralikrishna/03-kunnakkudi-balamuralikrishna/
08 - C0019 - 23-TKR-Chalakudi,9,nagumOmu_ganalEni,AbhEri,tyAgarAja,TK Rangachari,http://sangeethamshare.org/kl/23-TKR-Chalakudi
09 - C0009 - ARI--010--TNK-PMI-VI,8,nagumOmu_ganalEni,AbhEri,tyAgarAja,Ariyakudi Ramanuja Iyengar,http://sangeethamshare.org/ksj/Ariyakkudi-Ramanuja-Iyengar/ARI--010--TNK-PMI-VI-
09 - C0071 - MMI--010,9,nagumOmu_ganalEni,AbhEri,tyAgarAja,Madurai Mani Iyer,http://sangeethamshare.org/ksj/Madurai-Mani-Iyer/MMI--010
09 - C0080 - MMI--026,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,Madurai Mani Iyer,http://sangeethamshare.org/ksj/Madurai-Mani-Iyer/MMI--026
09 - C0130 - SSI--029--TNK-PSP--P,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,Semmangudi Srinivasa Iyer,http://sangeethamshare.org/ksj/Semmangudi-Srinivasa-Iyer/SSI--029--TNK-PSP--Private-Concert-
09 - C0142 - SSI--068--TNK-,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,Semmangudi Srinivasa Iyer,http://sangeethamshare.org/ksj/Semmangudi-Srinivasa-Iyer/SSI--068--TNK-
10 - C0115 - 111-Hyd_Sisters-Voca,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,Hyderabad Sisters,http://sangeethamshare.org/vijayagopal/UPLOADS-001-200/111-Hyd_Sisters-Vocal/
10 - C0116 - 112-Neti_Srirama_Sha,11,nagumOmu_ganalEni,AbhEri,tyAgarAja,Neti Srirama Sarma,http://sangeethamshare.org/vijayagopal/UPLOADS-001-200/112-Neti_Srirama_Sharma-Vocal/
10 - C0128 - 124-Chembai_Vaidyana,2,nagumOmu_ganalEni,AbhEri,tyAgarAja,Chembai Vaidhyanatha Bagavathar,http://sangeethamshare.org/vijayagopal/UPLOADS-001-200/124-Chembai_Vaidyanatha_Bhagavatar_Radio/
10 - C0130 - 126-Marella_Kesava_R,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,Marella Kesava Rao,http://sangeethamshare.org/vijayagopal/UPLOADS-001-200/126-Marella_Kesava_Rao-Violin/
10 - C0142 - 138-Kadayanallur_S_V,13,nagumOmu_ganalEni,AbhEri,tyAgarAja,Kadayanallur S Venkatraman,http://sangeethamshare.org/vijayagopal/UPLOADS-001-200/138-Kadayanallur_S_Venkatraman-Vocal/
10 - C0160 - 156-GBalakrishna_Pra,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,G Balakrishna Prasad,http://sangeethamshare.org/vijayagopal/UPLOADS-001-200/156-GBalakrishna_Prasad-Vocal/
10 - C0196 - 192-Balijepally_Rama,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,Balijepally Ramakrishna Sastry,http://sangeethamshare.org/vijayagopal/UPLOADS-001-200/192-Balijepally_Ramakrishna_Sastry-Vocal/
10 - C0200 - 196-Voleti_Venkatesw,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,Voleti Venkateswarulu,http://sangeethamshare.org/vijayagopal/UPLOADS-001-200/196-Voleti_Venkateswarlu-Vocal
10 - C0245 - 242-MLVasantakumari-,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,ML Vasanthakumari,http://sangeethamshare.org/vijayagopal/UPLOADS-201-400/242-MLVasantakumari-Dharmavati/
10 - C0265 - 262-Shashank-Flute-2,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,S Shashank,http://sangeethamshare.org/vijayagopal/UPLOADS-201-400/262-Shashank-Flute-271099/
10 - C0287 - 284-Lalgudi_Jayarama,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,Lalgudi Jayaraman,http://sangeethamshare.org/vijayagopal/UPLOADS-201-400/284-Lalgudi_Jayaraman-Violin-090783/
10 - C0287 - 284-Lalgudi_Jayarama,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,Lalgudi Jayaraman,http://sangeethamshare.org/vijayagopal/UPLOADS-201-400/284-Lalgudi_Jayaraman-Violin-090783/
10 - C0297 - 294-Semmangudi_Srini,11,nagumOmu_ganalEni,AbhEri,tyAgarAja,Semmangudi Srinivasa Iyer,http://sangeethamshare.org/vijayagopal/UPLOADS-201-400/294-Semmangudi_Srinivasa_Iyer-Radio/
10 - C0391 - 389-TR_Subramanyam-V,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,TR Subramaniam,http://sangeethamshare.org/vijayagopal/UPLOADS-201-400/389-TR_Subramanyam-Vocal-310182/
10 - C0430 - 433-Prema_Ramamurthy,11,nagumOmu_ganalEni,AbhEri,tyAgarAja,Prema Ramamurthy,http://sangeethamshare.org/vijayagopal/UPLOADS-401-600/433-Prema_Ramamurthy-Vocal-220583/
10 - C0502 - 513-DK_Pattammal-Bha,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,DK Pattammal,http://sangeethamshare.org/vijayagopal/UPLOADS-401-600/513-DK_Pattammal-Bhairavi-300383/
15 - C0026 - 026-M.S.Subbulakshmi,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,MS Subbulakshmi,http://sangeethamshare.org/muralidaran/Uploads-001-100/026-M.S.Subbulakshmi-Live_Concert-1979/
15 - C0078 - 078-Madurai_Somasund,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,Madurai Somasundaram,http://sangeethamshare.org/muralidaran/Uploads-001-100/078-Madurai_Somasundaram-Live-Concert-Swamimalai/
15 - C0147 - 142-T.V.Sankaranaray,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,TV Sankaranarayanan,http://sangeethamshare.org/muralidaran/Uploads-101-200/142-T.V.Sankaranarayanan-Live_Concert-15
15 - C0244 - 239-Madurai_Mani_Iye,10,nagumOmu_ganalEni,AbhEri,tyAgarAja,Madurai Mani Iyer,http://sangeethamshare.org/muralidaran/Uploads-201-300/239-Madurai_Mani_Iyer-Live_Concert-4/
15 - C0262 - 258-Sudha_Ragunathan,9,nagumOmu_ganalEni,AbhEri,tyAgarAja,Sudha Raghunathan,http://sangeethamshare.org/muralidaran/Uploads-201-300/258-Sudha_Ragunathan-Live_Concert-6/
15 - C0269 - 265-Sudha_Ragunathan,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,Sudha Raghunathan,http://sangeethamshare.org/muralidaran/Uploads-201-300/265-Sudha_Ragunathan-Live_Concert-7/
15 - C0346 - 342-Chitti_Babu-Live,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,S Chittibabu,http://sangeethamshare.org/muralidaran/Uploads-301-400/342-Chitti_Babu-Live_Concert-2/
15 - C0393 - 389-Nedunuri_Krishna,10,nagumOmu_ganalEni,AbhEri,tyAgarAja,Nedunuri Krishnamurthy,https://sangeethamshare.org/muralidaran/Uploads-301-400/389-Nedunuri_Krishnamurthy-Live_Concert-9/
15 - C0397 - 393-Sudha_Ragunathan,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,Sudha Raghunathan,https://sangeethamshare.org/muralidaran/Uploads-301-400/393-Sudha_Ragunathan-Live_Concert-9/
15 - C0398 - 394-Nedunuri_Krishna,2,nagumOmu_ganalEni,AbhEri,tyAgarAja,Nedunuri Krishnamurthy,https://sangeethamshare.org/muralidaran/Uploads-301-400/394-Nedunuri_Krishnamurthy-Live_Concert-10/
15 - C0440 - 436-M.S.Subbulakshmi,4,nagumOmu_ganalEni,AbhEri,tyAgarAja,MS Subbulakshmi,https://sangeethamshare.org/muralidaran/Uploads-401-500/436-M.S.Subbulakshmi-Live_Concert-10/
17 - C0116 - 128-Sikkil_Baskaran-,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,Sikkil R Bhaskaran,http://sangeethamshare.org/ramasamy_v/128-Sikkil_Baskaran-Tamil_Isai_Sangham/
18 - C0006 - 02-Sangeet-Sammelan-,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,TR Mahalingam,http://sangeethamshare.org/mpmohan/Sri.T.R.Mahalingam-concerts/02-Sangeet-Sammelan-AIR-Trichy-1960
18 - C0011 - 20-I-Concert,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,TR Mahalingam,http://sangeethamshare.org/mpmohan/Sri.T.R.Mahalingam-concerts/20-I-Concert
18 - C0020 - 08-Sri_T_R_Mahalinga,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,TR Mahalingam,http://sangeethamshare.org/mpmohan/Sri.T.R.Mahalingam-concerts/08-Sri_T_R_Mahalingam_Sri_T_N_Krishnan_Sri_U_Sivaraman
19 - C0010 - 010_2008_05_09_Kunna,8,nagumOmu_ganalEni,AbhEri,tyAgarAja,Kunnakudi R Vaidyanathan,http://sangeethamshare.org/sv/010_2008_05_09_Kunnakudi_Vaidyanathan-RSM_FHS/
19 - C0022 - 022_2008_12_07_Kanya,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,A Kanyakumari,http://sangeethamshare.org/sv/022_2008_12_07_Kanyakumari_and_25_violins_Vidyapeeta_Bangalore/
19 - C0042 - 043_2009_04_19_Kumar,17,nagumOmu_ganalEni,AbhEri,tyAgarAja,"Ganesh,Kumaresh",http://sangeethamshare.org/sv/043_2009_04_19_Kumaresh_Ganesh_RSM_FHS
19 - C0044 - 045_2009_05_03_Sudha,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,Sudha Raghunathan,http://sangeethamshare.org/sv/045_2009_05_03_Sudha_Raghunathan_RSM_FHS
22 - C0003 - 003_BMK-ARS-TU-Live-,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/003_BMK-ARS-TU-Live-at-Detroit_USA-1979
22 - C0007 - 007_BMK-MCS-VRB_Live,11,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/007_BMK-MCS-VRB_Live-at-New-Delhi_1978
22 - C0010 - 010_BMK_1963,8,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/010_BMK_1963/
22 - C0016 - 016_BMK_MMN_TU__Myso,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/016_BMK_MMN_TU__Mysore-Palace_Dasara-Concert_12-Oct-1980
22 - C0018 - 018-BMK_PC_VGR_SV_Li,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/018-BMK_PC_VGR_SV_Live-at-Madras_December-1989
22 - C0025 - 025_BMK-and-Party_Co,9,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/025_BMK-and-Party_Compositions-of-Great-Masters_Excerpts-from-Concerts-of-1977-80_Pa
22 - C0028 - 028_BMK_MSG_TVG_Live,8,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/028_BMK_MSG_TVG_Live-at-IFAS_Madras_1961
22 - C0028 - 028_BMK_MSG_TVG_Live,9,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/028_BMK_MSG_TVG_Live-at-IFAS_Madras_1961
22 - C0028 - 028_BMK_MSG_TVG_Live,10,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/028_BMK_MSG_TVG_Live-at-IFAS_Madras_1961
22 - C0036 - 036_BMK_MSG_TVG_Live,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/036_BMK_MSG_TVG_Live-in-Concert_1965_Mysore
22 - C0041 - 041_BMK_The-Glory-of,1,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,2,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,4,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,8,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,9,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,10,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,11,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,12,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,13,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,14,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,15,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,16,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,17,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0041 - 041_BMK_The-Glory-of,18,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min
22 - C0057 - 057_BMK_Excerpts-fro,10,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/057_BMK_Excerpts-from-Live-Concerts_TBS-Madras_1982-and-1983
22 - C0071 - 071_BMK_Live-at_New-,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/071_BMK_Live-at_New-York_1989-and-other-recordings_2H_13-Min
22 - C0074 - 074_BMK_Live-at-Andh,13,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/074_BMK_Live-at-Andhra-Association-Nagpur_January_1981
22 - C0120 - 085_BMK_Live_at_Sri_,4,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/085_BMK_Live_at_Sri_Rameshwara_Temple_Bangalore_1983/
22 - C0128 - 092_Vintage_Concert_,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/092_Vintage_Concert_from_Sixties_BMK-MSG-TVG/
22 - C0131 - 095_BMK_Live-at_Chic,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/095_BMK_Live-at_Chicago_1979/
22 - C0133 - 097_BMK_Live-at_Berk,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/097_BMK_Live-at_Berkeley_1979/
22 - C0140 - 102_BMK_ARS_TU_Kensi,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/102_BMK_ARS_TU_Kensington_Nov-1979/
22 - C0145 - 107_BMK-MC-TU_Live-a,9,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/107_BMK-MC-TU_Live-at-Calicut_1980/
22 - C0148 - 028_BMK-Live-at-IFAS,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/028_BMK-Live-at-IFAS_Madras_1961/
22 - C0159 - 117_AlApana_sudhA_sa,8,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/117_AlApana_sudhA_saurabham/
22 - C0162 - Part-1_Live_Concert_,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/119_The_Crown_of_Roses-Concert_and_Lecdem/Part-1_Live_Concert_1979/
22 - C0168 - 123_A_Concert_In_Bom,10,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/123_A_Concert_In_Bombay_1972/
22 - C0190 - 141_Live_at_Dharmast,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/141_Live_at_Dharmasthala_21Dec1979/
22 - C0191 - 142_Live_at_Surya_Tr,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/142_Live_at_Surya_Tridendrum_04Oct1981/
22 - C0197 - 150_The_Vintage_Sple,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/150_The_Vintage_Splendour_1958/
22 - C0215 - 168_Abheri_The_Unhea,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/168_Abheri_The_Unheard_Notes_of_Murali/
22 - C0217 - 170_Live_at_Buffalo_,7,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/170_Live_at_Buffalo_USA_1990/
22 - C0228 - 180_The_Reuniting_Co,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/180_The_Reuniting_Concert_BMK-MSG_1996/
22 - C0229 - 016_Live_Mysore_Pala,5,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/016_Live_Mysore_Palace_Durbar_Hall_1980/
22 - J0001 - 149_Murali_Hari_Pras,3,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/149_Murali_Hari_Prasada_Ravali/
23 - C0176 - 190_BombaySymphonyCo,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,TN Krishnan,http://sangeethamshare.org/murthy/Karnatak/UPLOADS-001-200/190_BombaySymphonyConcert-1973/
23 - C0208 - 221_MaduraiSomasunda,4,nagumOmu_ganalEni,AbhEri,tyAgarAja,Madurai Somasundaram,http://sangeethamshare.org/murthy/Karnatak/UPLOADS-201-400/221_MaduraiSomasundaram-MC-KRM-1978/
23 - C0269 - 283_Balamuralikrishn,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/murthy/Karnatak/UPLOADS-201-400/283_Balamuralikrishna-sundari_nI/
29 - C0003 - TKR-LGJ-PR-2,9,nagumOmu_ganalEni,AbhEri,tyAgarAja,RK Rangachari,http://sangeethamshare.org/ramanujam/TK-Rangachari/TKR-LGJ-PR-2
33 - C0030 - 31-Ramani-CFA,6,nagumOmu_ganalEni,AbhEri,tyAgarAja,N Ramani,http://sangeethamshare.org/dvprasad/31-Ramani-CFA
34 - C0055 - BMK-03,31,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,http://sangeethamshare.org/ksomu/Carnatic_Vocal/Balamurali.Krishna/BMK-03
