,index,Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Uploader,Album ID,Album hrefs,Download URLs
79,21868,22 - C0134 - 094_BMK_Live-in-New-,8,rAgam_tAnam_pallavi,kalyANi,Own/Others,M BalamuraliKrishna,22,c0134,https://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/094_BMK_Live-in-New-Delhi_1985/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreenivasa/Dr_M_Balamurali_Krishna/094_BMK_Live-in-New-Delhi_1985/08-rAgam_tAnam_pallavi-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/094_BMK_Live-in-New-Delhi_1985/
80,21714,19 - C0015 - 015_2008_07_22_Chand,6,pankaja_locana,kalyANi,swAtitirunAL,Mysore A Chandankumar,19,c0015,https://www.sangeethamshare.org/sv/015_2008_07_22_Chandan_Kumar-BGS-Semmangudi_Centenery/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sv/015_2008_07_22_Chandan_Kumar-BGS-Semmangudi_Centenery/06-Pankaja_Lochana-Kalyani-Misrachapu-Swathi_Thirunal.mp3&amp;url=http://www.sangeethamshare.org/sv/015_2008_07_22_Chandan_Kumar-BGS-Semmangudi_Centenery/
81,21480,03 - C0168 - 066-nAmagiripEte_Kri,6,nija_dAsa_varada,kalyANi,patnam_subhramanya_iyer,Namagiripettai Krishnan,3,c0168,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/066-nAmagiripEte_KrishNan-nAgaswaram-NewYork-1983/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/066-nAmagiripEte_KrishNan-nAgaswaram-NewYork-1983/06-nijadhAsa_varadha-kalyANi-Adhi-PatNam_SubramaNya_Iyer.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/066-nAmagiripEte_KrishNan-nAgaswaram-NewYork-1983/
83,22159,10 - C0546 - 557-MS_Balasubrahman,3,talli_ninnu_nera_namminAnu,kalyANi,syAmA_sAstri,MS Balasubrahmanya Sarma,10,c0546,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/557-MS_Balasubrahmanya_Sharma-Vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-401-600/557-MS_Balasubrahmanya_Sharma-Vocal/03-cUtAmurArE_sudatulAra-Arabhi.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/557-MS_Balasubrahmanya_Sharma-Vocal/
85,22085,01 - C6399 - 6249-Geetha_Raja,2,sundari_nI_divya_rUpamunu,kalyANi,tyAgarAja,Geetha Raja,1,c6399,https://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6249-Geetha_Raja/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6201---6400/6249-Geetha_Raja/02-sundari_nI_divya_rUpamunu-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-6201---6400/6249-Geetha_Raja/
86,21134,01 - C4609 - 4520-Sankari_Krishna,4,kamalAmbAm_bhajarE,kalyANi,m_dIkshitar,Sankari Krishnan,1,c4609,https://www.sangeethamshare.org/tvg/UPLOADS-4401---4600/4520-Sankari_Krishnan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4401---4600/4520-Sankari_Krishnan/04-kamalAmbAm_bhajarE-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-4401---4600/4520-Sankari_Krishnan/
87,21172,15 - C0335 - 331-Madurai_Mani_Iye,6,kamalAmbAm_bhajarE,kalyANi,m_dIkshitar,Madurai Mani Iyer,15,c0335,https://www.sangeethamshare.org/muralidaran/Uploads-301-400/331-Madurai_Mani_Iyer-Live_Concert-20/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-301-400/331-Madurai_Mani_Iyer-Live_Concert-20/06-kamalAmbAm_bhajarE-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-301-400/331-Madurai_Mani_Iyer-Live_Concert-20/
88,21811,03 - C0834 - 481-MD_rAmanAThan-vo,6,rAgam_tAnam_pallavi,kalyANi,Own/Others,MD Ramanathan,3,c0834,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/481-MD_rAmanAThan-vocal-1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/481-MD_rAmanAThan-vocal-1/06-rAgam_tAnam_pallavi-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/481-MD_rAmanAThan-vocal-1/
89,20738,01 - c0879 - 388.SUBHA_GANESAN,4,endukO_nI_manasu_karagadu,kalyANi,tyAgarAja,Subha Ganesan,1,c0879,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/388.SUBHA_GANESAN/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/388.SUBHA_GANESAN/04-endukO_nI_manasu_karagadu-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/388.SUBHA_GANESAN/
90,21392,10 - C0272 - 269-KVNarayanaswamy-,7,nidhi_cAla_sukhamA,kalyANi,tyAgarAja,Palghat KV Narayanaswamy,10,c0272,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/269-KVNarayanaswamy-Vocal-Mysore-1979/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/269-KVNarayanaswamy-Vocal-Mysore-1979/07-Sri_Chamundeswari-Bhilahari-Adi-Mysore_Vasudeavachar.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/269-KVNarayanaswamy-Vocal-Mysore-1979/
92,21126,01 - C3717 - 3644-Lalitha_Raghava,3,kamalAmbAm_bhajarE,kalyANi,m_dIkshitar,Lalitha Raghavan,1,c3717,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3644-Lalitha_Raghavan-Violin/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3601---3800/3644-Lalitha_Raghavan-Violin/03-kamalAmbAm_bhajarE-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3644-Lalitha_Raghavan-Violin/
93,21047,01 - C4054 - 3997-Rama_Ravi,3,himAdri_sutE_pAhimAm,kalyANi,syAmA_sAstri,Rama Ravi,1,c4054,https://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3997-Rama_Ravi/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3801---4000/3997-Rama_Ravi/03-himAdri_sutE_pAhimAm-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3997-Rama_Ravi/
94,22350,03 - C0891 - 537-MD_rAmanAThan-vo,1,vanajAkSi_nine_kOri-VARNAM,kalyANi,pallavi_gOpAla_iyer,MD Ramanathan,3,c0891,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/537-MD_rAmanAThan-vocal-Trivandrum/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/537-MD_rAmanAThan-vocal-Trivandrum/01-vanajAkSi_nine_kOri-VARNAM-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/537-MD_rAmanAThan-vocal-Trivandrum/
95,21531,01 - c1378 - 0923.Prapancham_Sita,4,ninnu_vinA_gati_gAna,kalyANi,subbarAya_shAstri,Prapancham Sitaram,1,c1378,https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0923.Prapancham_Sitaram-Flute-DD_Sapthagiri/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0801---1000/0923.Prapancham_Sitaram-Flute-DD_Sapthagiri/04-ninnu_vinA_gati_gAna-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0923.Prapancham_Sitaram-Flute-DD_Sapthagiri/
96,22099,10 - C0528 - 539-MS_Balasubrahman,6,sundari_nI_divya_rUpamunu,kalyANi,tyAgarAja,MS Balasubrahmanya Sarma,10,c0528,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/539-MS_Balasubrahmanya_Sharma-Vocal-300682/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-401-600/539-MS_Balasubrahmanya_Sharma-Vocal-300682/06-Tani-Adi.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/539-MS_Balasubrahmanya_Sharma-Vocal-300682/
97,22242,01 - C4023 - 3963-Modumudi_Sudhak,1,vanajAkSirO_I_viraha-VARNAM,kalyANi,poochi_srinivasa_iyengar,M Sudhakar,1,c4023,https://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3963-Modumudi_Sudhakar/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3801---4000/3963-Modumudi_Sudhakar/01-vanajAkSirO_I_viraha-kalyANi-poochi_srinivasa_iyengar.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3963-Modumudi_Sudhakar/
98,21479,03 - C0168 - 066-nAmagiripEte_Kri,5,nija_dAsa_varada,kalyANi,patnam_subhramanya_iyer,Namagiripettai Krishnan,3,c0168,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/066-nAmagiripEte_KrishNan-nAgaswaram-NewYork-1983/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/066-nAmagiripEte_KrishNan-nAgaswaram-NewYork-1983/05-AlApane-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/066-nAmagiripEte_KrishNan-nAgaswaram-NewYork-1983/
99,20922,03 - C0779 - 438-TR_bAlasubramaNi,7,EtAvunarA_nilakaDa_nIku,kalyANi,tyAgarAja,TR Balasubramaniam,3,c0779,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/438-TR_bAlasubramaNiam-vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/438-TR_bAlasubramaNiam-vocal/07-EtAvunarA_nilakaDa_nIku-kalyANi.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/438-TR_bAlasubramaNiam-vocal/
101,57127,01 - c2489 - 2492-Lalgudi_G_Jayar,4,koluvamarEgadA_kOdaNDapANi,tODi,tyAgarAja,Lalgudi Jayaraman,1,c2489,https://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2492-Lalgudi_G_Jayaraman-Violin_Solo/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-2401---2600/2492-Lalgudi_G_Jayaraman-Violin_Solo/04-koluvamarEgadA_kOdaNDapANi-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-2401---2600/2492-Lalgudi_G_Jayaraman-Violin_Solo/
102,56922,03 - C0820 - 467-ariyAkudi_rAmAnu,7,kali_tIra_vandaruL,tODi,koTESwara_Iyer,Ariyakudi Ramanuja Iyengar,3,c0820,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/467-ariyAkudi_rAmAnuja_iyengAr-vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/467-ariyAkudi_rAmAnuja_iyengAr-vocal/07-thani_Avarthane-mrudhanga.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/467-ariyAkudi_rAmAnuja_iyengAr-vocal/
103,57141,01 - C4392 - 4302-Pudukode_K_Kris,6,koluvamarEgadA_kOdaNDapANi,tODi,tyAgarAja,Pudukode K Krishnamoorthy,1,c4392,https://www.sangeethamshare.org/tvg/UPLOADS-4201---4400/4302-Pudukode_K_Krishnamoorthy-Dikshitar_Compositions-24x7/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4201---4400/4302-Pudukode_K_Krishnamoorthy-Dikshitar_Compositions-24x7/06-koluvamarEgadA_kOdaNDapANi-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-4201---4400/4302-Pudukode_K_Krishnamoorthy-Dikshitar_Compositions-24x7/
104,56210,57 - C0339 - 339-T_N_Rajarathnam_,6,AragimpavE_pAlAragimpavE,tODi,tyAgarAja,TN Rajarathnam Pillai,57,c0339,https://www.sangeethamshare.org/sreekanth/339-T_N_Rajarathnam_Pillai-Live_Concert1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/339-T_N_Rajarathnam_Pillai-Live_Concert1/06-AragimpavE_pAlAragimpavE-tODi.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/339-T_N_Rajarathnam_Pillai-Live_Concert1/
105,57998,10 - C0444 - 449-Nookala_Chinna_S,3,shrI_venkatEsham_vara,tODi,poochi_srinivasa_iyengar,Nookala Chinna Satyanarayana,10,c0444,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/449-Nookala_Chinna_Satyanarayana-Vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-401-600/449-Nookala_Chinna_Satyanarayana-Vocal/03-brOvavamma_tAmasamEla-mAnji.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/449-Nookala_Chinna_Satyanarayana-Vocal/
107,57941,03 - C0986 - 632-DK_jayarAman-voc,6,shrI_krSNam_bhaja_mAnasa,tODi,m_dIkshitar,DK Jayaraman,3,c0986,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/632-DK_jayarAman-vocal-Bombay_2/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-601-900/632-DK_jayarAman-vocal-Bombay_2/06-shrI_krSNam_bhaja_mAnasa-tODi.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/632-DK_jayarAman-vocal-Bombay_2/
108,57140,01 - C4182 - 18-Sandeep_Narayan,2,koluvamarEgadA_kOdaNDapANi,tODi,tyAgarAja,Sandeep Narayanan,1,c4182,https://www.sangeethamshare.org/tvg/SEASON_2015/18-Sandeep_Narayan/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2015/18-Sandeep_Narayan/02-koluvamarEgadA_kOdaNDapANi-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2015/18-Sandeep_Narayan/
109,58175,01 - C4047 - 3990-S.Mahathi-FM_Am,2,venugAna_ramana,tODi,oothukAdu_venkata_kavi,S Mahathi,1,c4047,https://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3990-S.Mahathi-FM_Amruthavarshini/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3801---4000/3990-S.Mahathi-FM_Amruthavarshini/02-venugAna_ramana-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3990-S.Mahathi-FM_Amruthavarshini/
111,56289,03 - C0638 - 374-U_shrInivAs-mand,7,cEsinadella_maracitivo,tODi,tyAgarAja,U Shrinivas,3,c0638,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/374-U_shrInivAs-mandolin-AK-SVR-Dayton_OH-USA-1987/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/374-U_shrInivAs-mandolin-AK-SVR-Dayton_OH-USA-1987/07-AlApane-thOdi-violin.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/374-U_shrInivAs-mandolin-AK-SVR-Dayton_OH-USA-1987/
114,56664,01 - C3028 - 790.MANDOLIN_U.SRINI,1,ErA_nApai_inta-VARNAM,tODi,patnam_subhramanya_iyer,U Shrinivas,1,c3028,https://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/790.MANDOLIN_U.SRINIVAS/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0601---0800/790.MANDOLIN_U.SRINIVAS/01-ErA_nApai_inta-VARNAM-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0601---0800/790.MANDOLIN_U.SRINIVAS/
115,57139,01 - C4115 - 4061-Sikkil_Mala_Cha,4,koluvamarEgadA_kOdaNDapANi,tODi,tyAgarAja,Sikkil Mala Chandrasekhar,1,c4115,https://www.sangeethamshare.org/tvg/UPLOADS-4001---4200/4061-Sikkil_Mala_Chandrasekhar-Flute/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4001---4200/4061-Sikkil_Mala_Chandrasekhar-Flute/04-koluvamarEgadA_kOdaNDapANi-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-4001---4200/4061-Sikkil_Mala_Chandrasekhar-Flute/
116,56542,01 - c0872 - 381.SUBHASHREE_RAMAC,6,enduku_dayarAdurA_shrI,tODi,tyAgarAja,Subhashree Ramachandran,1,c0872,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/381.SUBHASHREE_RAMACHANDRAN/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/381.SUBHASHREE_RAMACHANDRAN/06-enduku_dayarAdurA_shrI-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/381.SUBHASHREE_RAMACHANDRAN/
117,58040,03 - c0095 - 141-TV_shankaranArAy,5,taayE_yashOdaa,tODi,oothukAdu_venkata_kavi,TV Sankaranarayanan,3,c0095,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/141-TV_shankaranArAyaNan_MC_TKM-GlenRock_NY-1976/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/141-TV_shankaranArAyaNan_MC_TKM-GlenRock_NY-1976/05-taayE_yashOdaa-tODi.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/141-TV_shankaranArAyaNan_MC_TKM-GlenRock_NY-1976/
118,57621,10 - C0269 - 266-MChandrasekharan,5,rAgam_tAnam_pallavi,tODi,Own/Others,M Chandrasekhar,10,c0269,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/266-MChandrasekharan-Violin/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/266-MChandrasekharan-Violin/05-Abheri_Ragam.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/266-MChandrasekharan-Violin/
119,57504,01 - c0819 - 327.EMANI_SANKARASAS,4,rAgam_tAnam_pallavi,tODi,Own/Others,Emani Sankara Sastry,1,c0819,https://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/327.EMANI_SANKARASASTRI-VEENA/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0201---0400/327.EMANI_SANKARASASTRI-VEENA/04-rAgam_tAnam_pallavi-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0201---0400/327.EMANI_SANKARASASTRI-VEENA/
120,56611,01 - C5661 - 002-Sangeetha_Sivaku,2,endu_dAginadO,tODi,tyAgarAja,Sangeetha Sivakumar,1,c5661,https://www.sangeethamshare.org/tvg/SEASON_2017/002-Sangeetha_Sivakumar/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2017/002-Sangeetha_Sivakumar/02-endu_dAginadO-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/SEASON_2017/002-Sangeetha_Sivakumar/
121,57724,01 - c0986 - 500.N.C.RANGACHARYAL,5,rAju_veDale_jUtAmu_rArE,tODi,tyAgarAja,NC Rangacharyalu,1,c0986,https://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/500.N.C.RANGACHARYALU/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0401---0600/500.N.C.RANGACHARYALU/05-rAju_veDale_jUtAmu_rArE-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/500.N.C.RANGACHARYALU/
122,57138,01 - C3727 - 3654-BV_Balasai-Flut,4,koluvamarEgadA_kOdaNDapANi,tODi,tyAgarAja,BV Balasai,1,c3727,https://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3654-BV_Balasai-Flute/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3601---3800/3654-BV_Balasai-Flute/04-koluvamarEgadA_kOdaNDapANi-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-3601---3800/3654-BV_Balasai-Flute/
123,57262,03 - C0574 - 326-Dr_ML_vasanthaku,8,mama_kulEshvaram,tODi,GN_bAlasubramanian,ML Vasanthakumari,3,c0574,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/326-Dr_ML_vasanthakumAri-vocal-GNB_DAY_Concert-1972/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/326-Dr_ML_vasanthakumAri-vocal-GNB_DAY_Concert-1972/08-AlApane_thOdi.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/326-Dr_ML_vasanthakumAri-vocal-GNB_DAY_Concert-1972/
128,57936,03 - C0137 - 099-Semmangudi_shrIn,5,shrI_krSNam_bhaja_mAnasa,tODi,m_dIkshitar,Semmangudi Srinivasa Iyer,3,c0137,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/099-Semmangudi_shrInivAsa_Iyer-Vocal-National_program-1983/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/099-Semmangudi_shrInivAsa_Iyer-Vocal-National_program-1983/05-narasimha_Agacha_parabramha_pUcha-MOhana-M_Eka-MutthuswAmy_dhIkshithar.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/099-Semmangudi_shrInivAsa_Iyer-Vocal-National_program-1983/
129,56572,03 - C0516 - 30-TNS_krishNa-vocal,2,enduku_dayarAdurA_shrI,tODi,tyAgarAja,TNS Krishna,3,c0516,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/281-164th_thyAgarAja_ArADhana-thiruvaiyyAru-2011/30-TNS_krishNa-vocal/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/281-164th_thyAgarAja_ArADhana-thiruvaiyyAru-2011/30-TNS_krishNa-vocal/02-endhuku-dhaya_rAdhurA-thOdi-thriputa-thyAgarAja.mp3&amp;url=http://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/281-164th_thyAgarAja_ArADhana-thiruvaiyyAru-2011/30-TNS_krishNa-vocal/
131,56809,01 - C1769 - 1859-TS_Sankaran-Flu,4,kaddanu_vAriki_kaddukaddani,tODi,tyAgarAja,TS Sankaran,1,c1769,https://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1859-TS_Sankaran-Flute/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1801---2000/1859-TS_Sankaran-Flute/04-kaddanu_vAriki_kaddu-tODi-tyAgarAja.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-1801---2000/1859-TS_Sankaran-Flute/
132,58064,15 - C0251 - 247-Madurai_Mani_Iye,5,taayE_yashOdaa,tODi,oothukAdu_venkata_kavi,Madurai Mani Iyer,15,c0251,https://www.sangeethamshare.org/muralidaran/Uploads-201-300/247-Madurai_Mani_Iyer-AIR_Concert-2/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-201-300/247-Madurai_Mani_Iyer-AIR_Concert-2/05-taayE_yashOdaa-tODi.mp3&amp;url=http://www.sangeethamshare.org/muralidaran/Uploads-201-300/247-Madurai_Mani_Iyer-AIR_Concert-2/
133,57801,01 - C4243 - 4146-G_Ravi_Kiran,3,rAvE_himagiri_kumAri,tODi,syAmA_sAstri,G Ravi Kiran,1,c4243,https://www.sangeethamshare.org/tvg/UPLOADS-4001---4200/4146-G_Ravi_Kiran/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4001---4200/4146-G_Ravi_Kiran/03-rAvE_himagiri_kumAri-tODi.mp3&amp;url=http://www.sangeethamshare.org/tvg/UPLOADS-4001---4200/4146-G_Ravi_Kiran/
139,56717,10 - C0474 - 482-TR_Mahalingam-Fl,1,ErA_nApai_inta-VARNAM,tODi,patnam_subhramanya_iyer,TR Mahalingam,10,c0474,https://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/482-TR_Mahalingam-Flute/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-401-600/482-TR_Mahalingam-Flute/01-calamEla-shankarAbharaNam.mp3&amp;url=http://www.sangeethamshare.org/vijayagopal/UPLOADS-401-600/482-TR_Mahalingam-Flute/
141,56535,57 - C0176 - 176-Akkarai_Sisters-,4,Emi_jEsitEnEmi_shrI,tODi,tyAgarAja,Akkarai Sisters,57,c0176,https://www.sangeethamshare.org/sreekanth/176-Akkarai_Sisters-Live_Concert1/,http://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/176-Akkarai_Sisters-Live_Concert1/04-Emi_jEsitEnEmi_shrI-tODi.MP3&amp;url=http://www.sangeethamshare.org/sreekanth/176-Akkarai_Sisters-Live_Concert1/
